 Local Health Districts, year, Sex, State comparison, Average number per year," Rate per 100,000 population", LL 95% CI, UL 95% CI
 Western NSW LHD, 2006-2007, Males, Total NSW,854.5,26.1,24.9,27.4
 Western NSW LHD, 2006-2007, Females, Western NSW LHD,35.6,19.8,15.4,25.1
 Western NSW LHD, 2006-2007, Females, Rest of NSW,804.4,18.3,17.4,19.3
 Western NSW LHD, 2006-2007, Females, Total NSW,840,18.2,17.3,19.1
 Western NSW LHD, 2006-2007, Persons, Western NSW LHD,77.6,26.3,22.3,30.8
 Western NSW LHD, 2006-2007, Persons, Rest of NSW,1616.9,22.4,21.6,23.2
 Western NSW LHD, 2006-2007, Persons, Total NSW,1694.5,22.5,21.8,23.3
 Western NSW LHD, 2007-2008, Males, Western NSW LHD,38.3,28.2,22.2,35.4
 Western NSW LHD, 2007-2008, Males, Rest of NSW,799.2,24.6,23.4,25.8
 Western NSW LHD, 2007-2008, Males, Total NSW,837.5,24.9,23.7,26.2
 Western NSW LHD, 2007-2008, Females, Western NSW LHD,35.5,19.4,15,24.5
 Western NSW LHD, 2007-2008, Females, Rest of NSW,805.2,17.7,16.9,18.7
 Western NSW LHD, 2007-2008, Females, Total NSW,840.7,17.6,16.7,18.5
 Western NSW LHD, 2007-2008, Persons, Western NSW LHD,73.9,24.4,20.6,28.7
 Western NSW LHD, 2007-2008, Persons, Rest of NSW,1604.4,21.5,20.8,22.3
 Western NSW LHD, 2007-2008, Persons, Total NSW,1678.2,21.7,20.9,22.4
 Western NSW LHD, 2008-2009, Males, Western NSW LHD,43.7,31.7,25.3,39.2
 Western NSW LHD, 2008-2009, Males, Rest of NSW,809.7,24.2,23.1,25.5
 Western NSW LHD, 2008-2009, Males, Total NSW,853.4,24.8,23.6,26
 Western NSW LHD, 2008-2009, Females, Western NSW LHD,33.6,18,13.8,22.9
 Western NSW LHD, 2008-2009, Females, Rest of NSW,797.1,17.1,16.3,18
 Western NSW LHD, 2008-2009, Females, Total NSW,830.8,17,16.1,17.8
 Western NSW LHD, 2008-2009, Persons, Western NSW LHD,77.3,25.3,21.4,29.7
 Western NSW LHD, 2008-2009, Persons, Rest of NSW,1606.8,21,20.3,21.8
 Western NSW LHD, 2008-2009, Persons, Total NSW,1684.2,21.2,20.5,21.9
 Western NSW LHD, 2009-2010, Males, Western NSW LHD,47.3,33.3,26.8,40.9
 Western NSW LHD, 2009-2010, Males, Rest of NSW,828.8,24.1,22.9,25.3
 Western NSW LHD, 2009-2010, Males, Total NSW,876,24.7,23.5,25.9
 Western NSW LHD, 2009-2010, Females, Western NSW LHD,34.1,18.1,13.9,23
 Western NSW LHD, 2009-2010, Females, Rest of NSW,785.3,16.4,15.6,17.3
 Western NSW LHD, 2009-2010, Females, Total NSW,819.4,16.3,15.5,17.2
 Western NSW LHD, 2009-2010, Persons, Western NSW LHD,81.4,26.1,22.2,30.5
 Western NSW LHD, 2009-2010, Persons, Rest of NSW,1614.1,20.6,19.9,21.3
 Western NSW LHD, 2009-2010, Persons, Total NSW,1695.4,20.8,20.1,21.5
 Western NSW LHD, 2010-2011, Males, Western NSW LHD,46,32,25.7,39.4
 Western NSW LHD, 2010-2011, Males, Rest of NSW,838,23.6,22.5,24.8
 Western NSW LHD, 2010-2011, Males, Total NSW,884,24.2,23,25.3
 Western NSW LHD, 2010-2011, Females, Western NSW LHD,37,19.5,15.2,24.7
 Western NSW LHD, 2010-2011, Females, Rest of NSW,787.5,16,15.2,16.8
 Western NSW LHD, 2010-2011, Females, Total NSW,824.6,16,15.2,16.8
 Western NSW LHD, 2010-2011, Persons, Western NSW LHD,83.1,26.1,22.2,30.5
 Western NSW LHD, 2010-2011, Persons, Rest of NSW,1625.5,20.1,19.4,20.8
 Western NSW LHD, 2010-2011, Persons, Total NSW,1708.6,20.4,19.7,21.1
 Western NSW LHD, 2011-2012, Males, Western NSW LHD,44.8,31,24.8,38.3
 Western NSW LHD, 2011-2012, Males, Rest of NSW,845.8,23.3,22.2,24.5
 Western NSW LHD, 2011-2012, Males, Total NSW,890.6,23.8,22.7,24.9
 Western NSW LHD, 2011-2012, Females, Western NSW LHD,35.7,18.2,14.1,23.1
 Western NSW LHD, 2011-2012, Females, Rest of NSW,787.6,15.7,14.9,16.5
 Western NSW LHD, 2011-2012, Females, Total NSW,823.3,15.6,14.8,16.4
 Western NSW LHD, 2011-2012, Persons, Western NSW LHD,80.5,24.9,21.2,29.2
 Western NSW LHD, 2011-2012, Persons, Rest of NSW,1633.4,19.8,19.1,20.5
 Western NSW LHD, 2011-2012, Persons, Total NSW,1713.9,20,19.3,20.6
 Western NSW LHD, 2012-2013, Males, Western NSW LHD,45.6,30.9,24.7,38.1
 Western NSW LHD, 2012-2013, Males, Rest of NSW,861.3,23.2,22.1,24.4
 Western NSW LHD, 2012-2013, Males, Total NSW,906.9,23.7,22.6,24.8
 Western NSW LHD, 2012-2013, Females, Western NSW LHD,33,16.3,12.4,20.9
 Western NSW LHD, 2012-2013, Females, Rest of NSW,762.6,14.9,14.2,15.7
 Western NSW LHD, 2012-2013, Females, Total NSW,795.5,14.8,14,15.5
 Western NSW LHD, 2012-2013, Persons, Western NSW LHD,78.5,23.9,20.2,28.1
 Western NSW LHD, 2012-2013, Persons, Rest of NSW,1623.9,19.3,18.6,20
 Western NSW LHD, 2012-2013, Persons, Total NSW,1702.4,19.4,18.7,20.1
 Western NSW LHD, 2013-2014, Males, Western NSW LHD,46.8,31,24.9,38.1
 Western NSW LHD, 2013-2014, Males, Rest of NSW,900,23.7,22.6,24.8
 Western NSW LHD, 2013-2014, Males, Total NSW,946.8,24.1,23,25.2
 Western NSW LHD, 2013-2014, Females, Western NSW LHD,34.4,17,13,21.8
 Western NSW LHD, 2013-2014, Females, Rest of NSW,762.7,14.6,13.8,15.4
 Western NSW LHD, 2013-2014, Females, Total NSW,797.1,14.4,13.7,15.2
 Western NSW LHD, 2013-2014, Persons, Western NSW LHD,81.2,24.3,20.6,28.4
 Western NSW LHD, 2013-2014, Persons, Rest of NSW,1662.7,19.3,18.7,20
 Western NSW LHD, 2013-2014, Persons, Total NSW,1743.9,19.4,18.8,20.1
 Western NSW LHD, 2014-2015, Males, Western NSW LHD,49,32.1,25.9,39.3
 Western NSW LHD, 2014-2015, Males, Rest of NSW,931,24,22.9,25.1
 Western NSW LHD, 2014-2015, Males, Total NSW,980,24.4,23.3,25.5
 Western NSW LHD, 2014-2015, Females, Western NSW LHD,34.5,16.6,12.8,21.3
 Western NSW LHD, 2014-2015, Females, Rest of NSW,775,14.6,13.8,15.3
 Western NSW LHD, 2014-2015, Females, Total NSW,809.5,14.3,13.6,15.1
 Western NSW LHD, 2014-2015, Persons, Western NSW LHD,83.5,24.6,20.9,28.8
 Western NSW LHD, 2014-2015, Persons, Rest of NSW,1706,19.4,18.8,20.1
 Western NSW LHD, 2014-2015, Persons, Total NSW,1789.5,19.5,18.9,20.2
 Western NSW LHD, 2015-2016, Males, Western NSW LHD,52.8,34.1,27.8,41.5
 Western NSW LHD, 2015-2016, Males, Rest of NSW,941.9,23.7,22.6,24.8
 Western NSW LHD, 2015-2016, Males, Total NSW,994.7,24.2,23.1,25.3
 Western NSW LHD, 2015-2016, Females, Western NSW LHD,36.8,17.4,13.5,22.1
 Western NSW LHD, 2015-2016, Females, Rest of NSW,761.9,14.1,13.4,14.9
 Western NSW LHD, 2015-2016, Females, Total NSW,798.7,14,13.2,14.7
 Western NSW LHD, 2015-2016, Persons, Western NSW LHD,89.5,26,22.2,30.3
 Western NSW LHD, 2015-2016, Persons, Rest of NSW,1703.9,19,18.4,19.7
 Western NSW LHD, 2015-2016, Persons, Total NSW,1793.4,19.1,18.5,19.8
 Far West LHD, 2001-2002, Males, Far West LHD,6.8,43.3,22.9,74
 Far West LHD, 2001-2002, Males, Rest of NSW,920.8,30.8,29.4,32.2
 Far West LHD, 2001-2002, Males, Total NSW,927.6,31,29.5,32.4
 Far West LHD, 2001-2002, Females, Far West LHD,5.5,23.5,11.4,42.5
 Far West LHD, 2001-2002, Females, Rest of NSW,882.7,21.8,20.7,22.8
 Far West LHD, 2001-2002, Females, Total NSW,888.1,21.6,20.6,22.7
 Far West LHD, 2001-2002, Persons, Far West LHD,12.3,33.3,21.3,49.4
 Far West LHD, 2001-2002, Persons, Rest of NSW,1803.4,26.8,25.9,27.7
 Far West LHD, 2001-2002, Persons, Total NSW,1815.7,26.8,26,27.7
 Far West LHD, 2002-2003, Males, Far West LHD,6.9,43.3,22.9,74
 Far West LHD, 2002-2003, Males, Rest of NSW,900.1,29.6,28.2,31
 Far West LHD, 2002-2003, Males, Total NSW,906.9,29.8,28.4,31.3
 Far West LHD, 2002-2003, Females, Far West LHD,5.3,22.6,10.9,41.2
 Far West LHD, 2002-2003, Females, Rest of NSW,903.9,21.8,20.8,22.8
 Far West LHD, 2002-2003, Females, Total NSW,909.2,21.6,20.6,22.6
 Far West LHD, 2002-2003, Persons, Far West LHD,12.2,33.2,21.2,49.4
 Far West LHD, 2002-2003, Persons, Rest of NSW,1804,26.3,25.4,27.1
 Far West LHD, 2002-2003, Persons, Total NSW,1816.2,26.3,25.5,27.2
 Far West LHD, 2003-2004, Males, Far West LHD,5.2,30.5,14.4,56.4
 Far West LHD, 2003-2004, Males, Rest of NSW,859.2,27.9,26.6,29.3
 Far West LHD, 2003-2004, Males, Total NSW,864.3,28.1,26.7,29.4
 Far West LHD, 2003-2004, Females, Far West LHD,4.7,20.9,9.6,39.4
 Far West LHD, 2003-2004, Females, Rest of NSW,889.9,21,20,22
 Far West LHD, 2003-2004, Females, Total NSW,894.6,20.8,19.8,21.8
 Far West LHD, 2003-2004, Persons, Far West LHD,9.9,27.1,16.4,42
 Far West LHD, 2003-2004, Persons, Rest of NSW,1749,25,24.2,25.8
 Far West LHD, 2003-2004, Persons, Total NSW,1758.9,25,24.2,25.8
 Far West LHD, 2004-2005, Males, Far West LHD,4.4,25.4,11,49.5
 Far West LHD, 2004-2005, Males, Rest of NSW,831.1,26.5,25.3,27.9
 Far West LHD, 2004-2005, Males, Total NSW,835.4,26.7,25.4,28
 Far West LHD, 2004-2005, Females, Far West LHD,5.1,23.4,11,43.3
 Far West LHD, 2004-2005, Females, Rest of NSW,855,19.7,18.8,20.7
 Far West LHD, 2004-2005, Females, Total NSW,860.1,19.5,18.6,20.5
 Far West LHD, 2004-2005, Persons, Far West LHD,9.5,25.7,15.4,40.3
 Far West LHD, 2004-2005, Persons, Rest of NSW,1686.1,23.6,22.8,24.4
 Far West LHD, 2004-2005, Persons, Total NSW,1695.5,23.6,22.8,24.4
 Far West LHD, 2005-2006, Males, Far West LHD,4.2,24.2,10.3,47.7
 Far West LHD, 2005-2006, Males, Rest of NSW,842.3,26.3,25.1,27.6
 Far West LHD, 2005-2006, Males, Total NSW,846.4,26.5,25.2,27.8
 Far West LHD, 2005-2006, Females, Far West LHD,5.6,24.7,12,44.5
 Far West LHD, 2005-2006, Females, Rest of NSW,834.7,18.8,17.9,19.8
 Far West LHD, 2005-2006, Females, Total NSW,840.4,18.6,17.7,19.6
 Far West LHD, 2005-2006, Persons, Far West LHD,9.8,25.5,15.4,39.7
 Far West LHD, 2005-2006, Persons, Rest of NSW,1677,23,22.2,23.8
 Far West LHD, 2005-2006, Persons, Total NSW,1686.8,23,22.2,23.8
 Far West LHD, 2006-2007, Males, Far West LHD,5.1,29.3,13.7,54.3
 Far West LHD, 2006-2007, Males, Rest of NSW,849.5,25.9,24.7,27.2
 Far West LHD, 2006-2007, Males, Total NSW,854.5,26.1,24.9,27.4
 Far West LHD, 2006-2007, Females, Far West LHD,4.6,18.9,8.5,35.9
 Far West LHD, 2006-2007, Females, Rest of NSW,835.4,18.4,17.5,19.3
 Far West LHD, 2006-2007, Females, Total NSW,840,18.2,17.3,19.1
 Far West LHD, 2006-2007, Persons, Far West LHD,9.7,24.3,14.6,38.1
 Far West LHD, 2006-2007, Persons, Rest of NSW,1684.9,22.5,21.8,23.3
 Far West LHD, 2006-2007, Persons, Total NSW,1694.5,22.5,21.8,23.3
 Far West LHD, 2007-2008, Males, Far West LHD,5.8,31.3,15.5,55.8
 Far West LHD, 2007-2008, Males, Rest of NSW,831.8,24.7,23.5,25.9
 Far West LHD, 2007-2008, Males, Total NSW,837.5,24.9,23.7,26.2
 Far West LHD, 2007-2008, Females, Far West LHD,3.9,15.4,6.4,30.9
 Far West LHD, 2007-2008, Females, Rest of NSW,836.8,17.8,17,18.7
 Far West LHD, 2007-2008, Females, Total NSW,840.7,17.6,16.7,18.5
 Far West LHD, 2007-2008, Persons, Far West LHD,9.7,23.5,14.1,36.8
 Far West LHD, 2007-2008, Persons, Rest of NSW,1668.5,21.6,20.9,22.4
 Far West LHD, 2007-2008, Persons, Total NSW,1678.2,21.7,20.9,22.4
 Far West LHD, 2008-2009, Males, Far West LHD,5.7,29,14.4,51.8
 Far West LHD, 2008-2009, Males, Rest of NSW,847.7,24.5,23.3,25.7
 Far West LHD, 2008-2009, Males, Total NSW,853.4,24.8,23.6,26
 Far West LHD, 2008-2009, Females, Far West LHD,4.2,15.8,6.7,31.2
 Far West LHD, 2008-2009, Females, Rest of NSW,826.6,17.1,16.3,18
 Far West LHD, 2008-2009, Females, Total NSW,830.8,17,16.1,17.8
 Far West LHD, 2008-2009, Persons, Far West LHD,9.8,23.3,14,36.3
 Far West LHD, 2008-2009, Persons, Rest of NSW,1674.3,21.2,20.5,21.9
 Far West LHD, 2008-2009, Persons, Total NSW,1684.2,21.2,20.5,21.9
 Far West LHD, 2009-2010, Males, Far West LHD,6.5,34.7,18.1,59.9
 Far West LHD, 2009-2010, Males, Rest of NSW,869.5,24.4,23.2,25.6
 Far West LHD, 2009-2010, Males, Total NSW,876,24.7,23.5,25.9
 Far West LHD, 2009-2010, Females, Far West LHD,4,15.9,6.4,32.1
 Far West LHD, 2009-2010, Females, Rest of NSW,815.4,16.5,15.7,17.3
 Far West LHD, 2009-2010, Females, Total NSW,819.4,16.3,15.5,17.2
 Far West LHD, 2009-2010, Persons, Far West LHD,10.5,26.2,16,40.5
 Far West LHD, 2009-2010, Persons, Rest of NSW,1684.9,20.8,20.1,21.5
 Far West LHD, 2009-2010, Persons, Total NSW,1695.4,20.8,20.1,21.5
 Far West LHD, 2010-2011, Males, Far West LHD,5.8,31.2,15.5,55.6
 Far West LHD, 2010-2011, Males, Rest of NSW,878.3,23.9,22.8,25.1
 Far West LHD, 2010-2011, Males, Total NSW,884,24.2,23,25.3
 Far West LHD, 2010-2011, Females, Far West LHD,3.7,16,6.1,33.2
 Far West LHD, 2010-2011, Females, Rest of NSW,820.9,16.1,15.3,17
 Far West LHD, 2010-2011, Females, Total NSW,824.6,16,15.2,16.8
 Far West LHD, 2010-2011, Persons, Far West LHD,9.5,23.8,14.1,37.7
 Far West LHD, 2010-2011, Persons, Rest of NSW,1699.1,20.3,19.7,21.1
 Far West LHD, 2010-2011, Persons, Total NSW,1708.6,20.4,19.7,21.1
 Far West LHD, 2011-2012, Males, Far West LHD,5.7,30.9,15.2,55.6
 Far West LHD, 2011-2012, Males, Rest of NSW,884.9,23.6,22.5,24.7
 Far West LHD, 2011-2012, Males, Total NSW,890.6,23.8,22.7,24.9
 Far West LHD, 2011-2012, Females, Far West LHD,3.9,17.5,6.8,35.8
 Far West LHD, 2011-2012, Females, Rest of NSW,819.4,15.8,15,16.6
 Far West LHD, 2011-2012, Females, Total NSW,823.3,15.6,14.8,16.4
 Far West LHD, 2011-2012, Persons, Far West LHD,9.6,24.4,14.4,38.5
 Far West LHD, 2011-2012, Persons, Rest of NSW,1704.3,20,19.3,20.6
 Far West LHD, 2011-2012, Persons, Total NSW,1713.9,20,19.3,20.6
 Far West LHD, 2012-2013, Males, Far West LHD,6.8,37.4,19.6,64.2
 Far West LHD, 2012-2013, Males, Rest of NSW,900,23.5,22.4,24.6
 Far West LHD, 2012-2013, Males, Total NSW,906.9,23.7,22.6,24.8
 Far West LHD, 2012-2013, Females, Far West LHD,3.8,17,6.4,35.3
 Far West LHD, 2012-2013, Females, Rest of NSW,791.7,15,14.2,15.8
 Far West LHD, 2012-2013, Females, Total NSW,795.5,14.8,14,15.5
 Far West LHD, 2012-2013, Persons, Far West LHD,10.7,27.6,16.7,42.8
 Far West LHD, 2012-2013, Persons, Rest of NSW,1691.8,19.4,18.7,20.1
 Far West LHD, 2012-2013, Persons, Total NSW,1702.4,19.4,18.7,20.1
 Far West LHD, 2013-2014, Males, Far West LHD,7.6,42.2,22.8,70.9
 Far West LHD, 2013-2014, Males, Rest of NSW,939.2,23.9,22.8,25
 Far West LHD, 2013-2014, Males, Total NSW,946.8,24.1,23,25.2
 Far West LHD, 2013-2014, Females, Far West LHD,3.6,14.4,5.2,30.5
 Far West LHD, 2013-2014, Females, Rest of NSW,793.5,14.7,13.9,15.4
 Far West LHD, 2013-2014, Females, Total NSW,797.1,14.4,13.7,15.2
 Far West LHD, 2013-2014, Persons, Far West LHD,11.2,28.6,17.4,43.9
 Far West LHD, 2013-2014, Persons, Rest of NSW,1732.7,19.5,18.8,20.1
 Far West LHD, 2013-2014, Persons, Total NSW,1743.9,19.4,18.8,20.1
 Far West LHD, 2014-2015, Males, Far West LHD,7.3,40.9,21.7,69.3
 Far West LHD, 2014-2015, Males, Rest of NSW,972.8,24.2,23.1,25.3
 Far West LHD, 2014-2015, Males, Total NSW,980,24.4,23.3,25.5
 Far West LHD, 2014-2015, Females, Far West LHD,3.5,12.8,4.6,27.3
 Far West LHD, 2014-2015, Females, Rest of NSW,806,14.6,13.9,15.4
 Far West LHD, 2014-2015, Females, Total NSW,809.5,14.3,13.6,15.1
 Far West LHD, 2014-2015, Persons, Far West LHD,10.7,26.8,16.1,41.7
 Far West LHD, 2014-2015, Persons, Rest of NSW,1778.8,19.6,18.9,20.2
 Far West LHD, 2014-2015, Persons, Total NSW,1789.5,19.5,18.9,20.2
 Far West LHD, 2015-2016, Males, Far West LHD,7.7,42.4,23.3,70.4
 Far West LHD, 2015-2016, Males, Rest of NSW,987,24,22.9,25.1
 Far West LHD, 2015-2016, Males, Total NSW,994.7,24.2,23.1,25.3
 Far West LHD, 2015-2016, Females, Far West LHD,4.5,18.5,7.7,36.4
 Far West LHD, 2015-2016, Females, Rest of NSW,794.2,14.3,13.5,15
 Far West LHD, 2015-2016, Females, Total NSW,798.7,14,13.2,14.7
 Far West LHD, 2015-2016, Persons, Far West LHD,12.2,30.2,18.9,45.5
 Far West LHD, 2015-2016, Persons, Rest of NSW,1781.2,19.2,18.6,19.9
 Far West LHD, 2015-2016, Persons, Total NSW,1793.4,19.1,18.5,19.8
,,,,,,,
Copyright notice:,,,,,,,
"This work is copyright NSW Ministry of Health, 2015. It may be reproduced in whole or in part,",,,,,,,
subject to the inclusion of an acknowledgement of the source. Commercial usage or sale is prohibited.,,,,,,,
,,,,,,,
Suggested citation:,,,,,,,
Centre for Epidemiology and Evidence. Health Statistics New South Wales. Sydney: NSW Ministry of Health. Available at: www.healthstats.nsw.gov.au. Accessed (insert date of access).,,,,,,,
,,,,,,,
Produced By:,,,,,,,
"Centre for Epidemiology and Evidence (http://www.health.nsw.gov.au/epidemiology/Pages/default.aspx), Population Health Division, NSW Ministry of Health (http://www.health.nsw.gov.au/).",,,,,,,
,,,,,,,
Note:,,,,,,,
"Excludes conditions where low to moderate alcohol consumption has an apparent overall protective effect. Calculated using age and sex-specific aetiological fractions from the&nbsp;Australian Burden of Disease Study 2011: methods and supplementary information. Only NSW residents are included. Deaths were classified using ICD-10. Rates were age-adjusted using the Australian population as at 30 June 2001. Counts of deaths for the latest years of data include an estimate of the number of deaths occurring in that year but registered in the next year. Data on late registrations were unavailable at the time of production. LL/UL 95%CI = lower and upper limits of the 95% confidence interval for the point estimate. Data for some Local Health Districts (LHDs) may not be included individually due to low numbers. All LHDs includes these LHDs where numbers are low, and records where the LHD was missing or not stated. Albury Local Government Area (LGA) is included in All LHDs. ",,,,,,,
,,,,,,,
Source:,,,,,,,
"Mortality estimates for years up to 2005 are based on Australian Bureau of Statistics death registration data. Data from 2006 onwards were provided by the Australian Coordinating Registry, Cause of Death Unit Record File; the data for the most 2 recent years are preliminary (SAPHaRI, Centre for Epidemiology and Evidence, NSW Ministry of Health)",,,,,,,
,,,,,,,
File Created:,,,,,,,
22/04/2019,,,,,,,
