 Local Health Districts, year, State comparison, Sex, Number," Rate per 100,000 population", LL 95% CI, UL 95% CI
 Murrumbidgee LHD, 2010-11, Murrumbidgee LHD, Males,"1,053",864,811.2,919.2
 Murrumbidgee LHD, 2010-11, Murrumbidgee LHD, Females,625,445.8,410.1,483.7
 Murrumbidgee LHD, 2010-11, Murrumbidgee LHD, Persons,"1,678",657.9,625.8,691.2
 Murrumbidgee LHD, 2010-11, Rest of NSW, Males,"25,170",715.2,706.3,724.1
 Murrumbidgee LHD, 2010-11, Rest of NSW, Females,"17,676",456,449.2,462.9
 Murrumbidgee LHD, 2010-11, Rest of NSW, Persons,"42,846",584.3,578.8,589.9
 Murrumbidgee LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Murrumbidgee LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Murrumbidgee LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Murrumbidgee LHD, 2011-12, Murrumbidgee LHD, Males,"1,098",880.3,827.5,935.5
 Murrumbidgee LHD, 2011-12, Murrumbidgee LHD, Females,659,467.7,431.1,506.5
 Murrumbidgee LHD, 2011-12, Murrumbidgee LHD, Persons,"1,757",677.5,645.1,711
 Murrumbidgee LHD, 2011-12, Rest of NSW, Males,"25,878",721,712.2,729.9
 Murrumbidgee LHD, 2011-12, Rest of NSW, Females,"18,121",462,455.2,468.9
 Murrumbidgee LHD, 2011-12, Rest of NSW, Persons,"43,999",589.7,584.2,595.3
 Murrumbidgee LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Murrumbidgee LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Murrumbidgee LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Murrumbidgee LHD, 2012-13, Murrumbidgee LHD, Males,"1,133",908.3,854.6,964.5
 Murrumbidgee LHD, 2012-13, Murrumbidgee LHD, Females,661,479.5,441.8,519.4
 Murrumbidgee LHD, 2012-13, Murrumbidgee LHD, Persons,"1,794",695.7,662.7,729.9
 Murrumbidgee LHD, 2012-13, Rest of NSW, Males,"26,813",738.8,729.9,747.8
 Murrumbidgee LHD, 2012-13, Rest of NSW, Females,"18,397",458.8,452,465.6
 Murrumbidgee LHD, 2012-13, Rest of NSW, Persons,"45,211",596.4,590.9,602
 Murrumbidgee LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Murrumbidgee LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Murrumbidgee LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Murrumbidgee LHD, 2013-14, Murrumbidgee LHD, Males,"1,030",815,764.3,868.1
 Murrumbidgee LHD, 2013-14, Murrumbidgee LHD, Females,629,439.4,403.9,477
 Murrumbidgee LHD, 2013-14, Murrumbidgee LHD, Persons,"1,659",629.7,598.5,662
 Murrumbidgee LHD, 2013-14, Rest of NSW, Males,"27,089",735.5,726.7,744.4
 Murrumbidgee LHD, 2013-14, Rest of NSW, Females,"18,675",462.9,456.1,469.7
 Murrumbidgee LHD, 2013-14, Rest of NSW, Persons,"45,764",596.7,591.2,602.3
 Murrumbidgee LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Murrumbidgee LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Murrumbidgee LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Murrumbidgee LHD, 2014-15, Murrumbidgee LHD, Males,"1,017",796.8,746.8,849.2
 Murrumbidgee LHD, 2014-15, Murrumbidgee LHD, Females,639,440.6,405.1,478.1
 Murrumbidgee LHD, 2014-15, Murrumbidgee LHD, Persons,"1,656",621.3,590.4,653.3
 Murrumbidgee LHD, 2014-15, Rest of NSW, Males,"27,858",743.8,735,752.6
 Murrumbidgee LHD, 2014-15, Rest of NSW, Females,"18,609",453.5,446.9,460.2
 Murrumbidgee LHD, 2014-15, Rest of NSW, Persons,"46,467",595.9,590.4,601.4
 Murrumbidgee LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Murrumbidgee LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Murrumbidgee LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Murrumbidgee LHD, 2015-16, Murrumbidgee LHD, Males,"1,055",830.1,778.9,883.7
 Murrumbidgee LHD, 2015-16, Murrumbidgee LHD, Females,632,430.4,395.5,467.4
 Murrumbidgee LHD, 2015-16, Murrumbidgee LHD, Persons,"1,687",632,600.8,664.4
 Murrumbidgee LHD, 2015-16, Rest of NSW, Males,"27,573",724,715.4,732.7
 Murrumbidgee LHD, 2015-16, Rest of NSW, Females,"18,332",439.8,433.3,446.3
 Murrumbidgee LHD, 2015-16, Rest of NSW, Persons,"45,905",579.7,574.4,585.1
 Murrumbidgee LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Murrumbidgee LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Murrumbidgee LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Murrumbidgee LHD, 2016-17, Murrumbidgee LHD, Males,"1,148",897,843.8,952.6
 Murrumbidgee LHD, 2016-17, Murrumbidgee LHD, Females,709,482.4,445.4,521.5
 Murrumbidgee LHD, 2016-17, Murrumbidgee LHD, Persons,"1,857",690.7,658.1,724.5
 Murrumbidgee LHD, 2016-17, Rest of NSW, Males,"29,074",748,739.4,756.8
 Murrumbidgee LHD, 2016-17, Rest of NSW, Females,"19,250",452.2,445.7,458.8
 Murrumbidgee LHD, 2016-17, Rest of NSW, Persons,"48,324",598.5,593.1,603.9
 Murrumbidgee LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Murrumbidgee LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Murrumbidgee LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Western NSW LHD, 2001-02, Western NSW LHD, Males,"1,280",1006.2,951.4,1063.3
 Western NSW LHD, 2001-02, Western NSW LHD, Females,656,474,437.9,512.2
 Western NSW LHD, 2001-02, Western NSW LHD, Persons,"1,936",748.6,715.4,782.8
 Western NSW LHD, 2001-02, Rest of NSW, Males,"22,633",736.8,727.2,746.5
 Western NSW LHD, 2001-02, Rest of NSW, Females,"13,827",409.6,402.8,416.5
 Western NSW LHD, 2001-02, Rest of NSW, Persons,"36,460",573.7,567.8,579.6
 Western NSW LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Western NSW LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Western NSW LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Western NSW LHD, 2002-03, Western NSW LHD, Males,"1,141",897.5,845.7,951.6
 Western NSW LHD, 2002-03, Western NSW LHD, Females,661,475,438.9,513.1
 Western NSW LHD, 2002-03, Western NSW LHD, Persons,"1,802",693.8,661.9,726.8
 Western NSW LHD, 2002-03, Rest of NSW, Males,"19,828",639.7,630.8,648.7
 Western NSW LHD, 2002-03, Rest of NSW, Females,"13,025",379,372.5,385.7
 Western NSW LHD, 2002-03, Rest of NSW, Persons,"32,852",509.4,503.9,514.9
 Western NSW LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Western NSW LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Western NSW LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Western NSW LHD, 2003-04, Western NSW LHD, Males,"1,128",896.4,844.3,950.9
 Western NSW LHD, 2003-04, Western NSW LHD, Females,669,482.8,446.4,521.3
 Western NSW LHD, 2003-04, Western NSW LHD, Persons,"1,798",694.1,662.2,727.2
 Western NSW LHD, 2003-04, Rest of NSW, Males,"20,129",643.8,634.9,652.8
 Western NSW LHD, 2003-04, Rest of NSW, Females,"13,649",392.5,385.9,399.2
 Western NSW LHD, 2003-04, Rest of NSW, Persons,"33,778",518.3,512.8,523.8
 Western NSW LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Western NSW LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Western NSW LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Western NSW LHD, 2004-05, Western NSW LHD, Males,"1,205",953.4,899.7,1009.5
 Western NSW LHD, 2004-05, Western NSW LHD, Females,648,459.1,423.8,496.4
 Western NSW LHD, 2004-05, Western NSW LHD, Persons,"1,852",711.6,679.3,745.1
 Western NSW LHD, 2004-05, Rest of NSW, Males,"20,793",658.8,649.9,667.9
 Western NSW LHD, 2004-05, Rest of NSW, Females,"13,712",389.8,383.2,396.4
 Western NSW LHD, 2004-05, Rest of NSW, Persons,"34,505",524,518.4,529.5
 Western NSW LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Western NSW LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Western NSW LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Western NSW LHD, 2005-06, Western NSW LHD, Males,"1,251",995.5,940.4,1052.9
 Western NSW LHD, 2005-06, Western NSW LHD, Females,611,431.4,397.1,467.8
 Western NSW LHD, 2005-06, Western NSW LHD, Persons,"1,862",718.1,685.4,751.8
 Western NSW LHD, 2005-06, Rest of NSW, Males,"22,053",691.1,682,700.3
 Western NSW LHD, 2005-06, Rest of NSW, Females,"14,559",411.3,404.6,418.1
 Western NSW LHD, 2005-06, Rest of NSW, Persons,"36,612",550.6,545,556.3
 Western NSW LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Western NSW LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Western NSW LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Western NSW LHD, 2006-07, Western NSW LHD, Males,"1,217",959.5,905.6,1015.8
 Western NSW LHD, 2006-07, Western NSW LHD, Females,607,432.7,398.1,469.3
 Western NSW LHD, 2006-07, Western NSW LHD, Persons,"1,825",698.1,666,731.4
 Western NSW LHD, 2006-07, Rest of NSW, Males,"23,722",731.7,722.4,741.1
 Western NSW LHD, 2006-07, Rest of NSW, Females,"15,942",445.9,438.9,452.9
 Western NSW LHD, 2006-07, Rest of NSW, Persons,"39,665",587.8,582,593.6
 Western NSW LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Western NSW LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Western NSW LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Western NSW LHD, 2007-08, Western NSW LHD, Males,"1,213",953.8,900,1009.8
 Western NSW LHD, 2007-08, Western NSW LHD, Females,618,427.4,393.5,463.4
 Western NSW LHD, 2007-08, Western NSW LHD, Persons,"1,830",694.8,662.8,727.8
 Western NSW LHD, 2007-08, Rest of NSW, Males,"23,994",725.4,716.2,734.7
 Western NSW LHD, 2007-08, Rest of NSW, Females,"16,534",453.4,446.4,460.5
 Western NSW LHD, 2007-08, Rest of NSW, Persons,"40,528",588.6,582.8,594.4
 Western NSW LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Western NSW LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Western NSW LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Western NSW LHD, 2008-09, Western NSW LHD, Males,"1,170",904.9,853,959.1
 Western NSW LHD, 2008-09, Western NSW LHD, Females,606,416.4,383,451.9
 Western NSW LHD, 2008-09, Western NSW LHD, Persons,"1,776",663.7,632.6,695.8
 Western NSW LHD, 2008-09, Rest of NSW, Males,"24,365",722.4,713.3,731.5
 Western NSW LHD, 2008-09, Rest of NSW, Females,"17,088",461.4,454.4,468.5
 Western NSW LHD, 2008-09, Rest of NSW, Persons,"41,454",590.9,585.2,596.6
 Western NSW LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Western NSW LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Western NSW LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Western NSW LHD, 2009-10, Western NSW LHD, Males,"1,135",867.2,816.6,920
 Western NSW LHD, 2009-10, Western NSW LHD, Females,612,418,384.5,453.5
 Western NSW LHD, 2009-10, Western NSW LHD, Persons,"1,747",645.4,614.9,677
 Western NSW LHD, 2009-10, Rest of NSW, Males,"24,494",712.4,703.4,721.4
 Western NSW LHD, 2009-10, Rest of NSW, Females,"17,343",458.2,451.3,465.2
 Western NSW LHD, 2009-10, Rest of NSW, Persons,"41,836",584.4,578.8,590.1
 Western NSW LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Western NSW LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Western NSW LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Western NSW LHD, 2010-11, Western NSW LHD, Males,"1,100",821.2,772.4,872.3
 Western NSW LHD, 2010-11, Western NSW LHD, Females,615,404.9,372.4,439.3
 Western NSW LHD, 2010-11, Western NSW LHD, Persons,"1,715",615.9,586.4,646.4
 Western NSW LHD, 2010-11, Rest of NSW, Males,"25,123",716.4,707.5,725.3
 Western NSW LHD, 2010-11, Rest of NSW, Females,"17,686",458,451.2,464.9
 Western NSW LHD, 2010-11, Rest of NSW, Persons,"42,809",585.9,580.3,591.5
 Western NSW LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Western NSW LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Western NSW LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Western NSW LHD, 2011-12, Western NSW LHD, Males,"1,102",812.8,764.4,863.3
 Western NSW LHD, 2011-12, Western NSW LHD, Females,585,377,345.9,410
 Western NSW LHD, 2011-12, Western NSW LHD, Persons,"1,687",596.2,567.3,626.1
 Western NSW LHD, 2011-12, Rest of NSW, Males,"25,873",723.3,714.5,732.3
 Western NSW LHD, 2011-12, Rest of NSW, Females,"18,196",465.7,458.8,472.6
 Western NSW LHD, 2011-12, Rest of NSW, Persons,"44,069",592.7,587.2,598.4
 Western NSW LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Western NSW LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Western NSW LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Western NSW LHD, 2012-13, Western NSW LHD, Males,"1,073",769.4,723,818
 Western NSW LHD, 2012-13, Western NSW LHD, Females,615,394.7,362.9,428.4
 Western NSW LHD, 2012-13, Western NSW LHD, Persons,"1,688",583.8,555.5,613.1
 Western NSW LHD, 2012-13, Rest of NSW, Males,"26,874",743.4,734.5,752.4
 Western NSW LHD, 2012-13, Rest of NSW, Females,"18,444",461.9,455.1,468.8
 Western NSW LHD, 2012-13, Rest of NSW, Persons,"45,317",600.3,594.7,605.9
 Western NSW LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Western NSW LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Western NSW LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Western NSW LHD, 2013-14, Western NSW LHD, Males,"1,043",744,698.3,791.9
 Western NSW LHD, 2013-14, Western NSW LHD, Females,590,382,350.6,415.5
 Western NSW LHD, 2013-14, Western NSW LHD, Persons,"1,634",564.6,536.8,593.6
 Western NSW LHD, 2013-14, Rest of NSW, Males,"27,076",738.1,729.2,747
 Western NSW LHD, 2013-14, Rest of NSW, Females,"18,713",465.6,458.8,472.4
 Western NSW LHD, 2013-14, Rest of NSW, Persons,"45,789",599.4,593.8,604.9
 Western NSW LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Western NSW LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Western NSW LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Western NSW LHD, 2014-15, Western NSW LHD, Males,983,698.1,654,744.4
 Western NSW LHD, 2014-15, Western NSW LHD, Females,543,338.7,309.6,369.6
 Western NSW LHD, 2014-15, Western NSW LHD, Persons,"1,526",519,492.5,546.5
 Western NSW LHD, 2014-15, Rest of NSW, Males,"27,892",747.5,738.7,756.4
 Western NSW LHD, 2014-15, Rest of NSW, Females,"18,705",457.6,451,464.4
 Western NSW LHD, 2014-15, Rest of NSW, Persons,"46,598",599.8,594.3,605.4
 Western NSW LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Western NSW LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Western NSW LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Western NSW LHD, 2015-16, Western NSW LHD, Males,891,615.1,574.2,658.1
 Western NSW LHD, 2015-16, Western NSW LHD, Females,573,368.6,337.5,401.7
 Western NSW LHD, 2015-16, Western NSW LHD, Persons,"1,464",492.7,466.8,519.5
 Western NSW LHD, 2015-16, Rest of NSW, Males,"27,738",731.4,722.7,740.1
 Western NSW LHD, 2015-16, Rest of NSW, Females,"18,392",442.6,436.1,449.2
 Western NSW LHD, 2015-16, Rest of NSW, Persons,"46,129",584.9,579.5,590.3
 Western NSW LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Western NSW LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Western NSW LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Western NSW LHD, 2016-17, Western NSW LHD, Males,987,684.8,641.3,730.3
 Western NSW LHD, 2016-17, Western NSW LHD, Females,610,382.6,351.3,415.8
 Western NSW LHD, 2016-17, Western NSW LHD, Persons,"1,597",534,507.1,561.9
 Western NSW LHD, 2016-17, Rest of NSW, Males,"29,235",755.3,746.6,764.1
 Western NSW LHD, 2016-17, Rest of NSW, Females,"19,349",456.2,449.7,462.9
 Western NSW LHD, 2016-17, Rest of NSW, Persons,"48,585",604.2,598.7,609.6
 Western NSW LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Western NSW LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Western NSW LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Far West LHD, 2001-02, Far West LHD, Males,193,1200.1,1034.5,1384.5
 Far West LHD, 2001-02, Far West LHD, Females,100,583.3,471.4,713.2
 Far West LHD, 2001-02, Far West LHD, Persons,293,903.9,801.9,1015.1
 Far West LHD, 2001-02, Rest of NSW, Males,"23,721",745.4,735.9,755
 Far West LHD, 2001-02, Rest of NSW, Females,"14,382",411.4,404.6,418.2
 Far West LHD, 2001-02, Rest of NSW, Persons,"38,103",579,573.2,584.8
 Far West LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Far West LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Far West LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Far West LHD, 2002-03, Far West LHD, Males,151,930.8,785.6,1094.6
 Far West LHD, 2002-03, Far West LHD, Females,93,525.9,422.1,646.9
 Far West LHD, 2002-03, Far West LHD, Persons,244,737.1,646.1,837.1
 Far West LHD, 2002-03, Rest of NSW, Males,"20,818",648.4,639.5,657.3
 Far West LHD, 2002-03, Rest of NSW, Females,"13,592",382,375.6,388.6
 Far West LHD, 2002-03, Rest of NSW, Persons,"34,409",515.4,510,520.9
 Far West LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Far West LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Far West LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Far West LHD, 2003-04, Far West LHD, Males,172,1104.2,942.4,1285.3
 Far West LHD, 2003-04, Far West LHD, Females,99,564.9,455.9,691.5
 Far West LHD, 2003-04, Far West LHD, Persons,270,843,744,951.5
 Far West LHD, 2003-04, Rest of NSW, Males,"21,085",651.3,642.5,660.2
 Far West LHD, 2003-04, Rest of NSW, Females,"14,220",395.2,388.6,401.8
 Far West LHD, 2003-04, Rest of NSW, Persons,"35,305",523.5,518,529
 Far West LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Far West LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Far West LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Far West LHD, 2004-05, Far West LHD, Males,165,1065.7,906.1,1244.9
 Far West LHD, 2004-05, Far West LHD, Females,89,526.7,419.2,652.6
 Far West LHD, 2004-05, Far West LHD, Persons,254,803.1,705.5,910.3
 Far West LHD, 2004-05, Rest of NSW, Males,"21,833",668.2,659.3,677.2
 Far West LHD, 2004-05, Rest of NSW, Females,"14,272",391.9,385.5,398.5
 Far West LHD, 2004-05, Rest of NSW, Persons,"36,104",529.9,524.4,535.4
 Far West LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Far West LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Far West LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Far West LHD, 2005-06, Far West LHD, Males,178,1143,977.8,1327.6
 Far West LHD, 2005-06, Far West LHD, Females,111,676.5,551.6,820.3
 Far West LHD, 2005-06, Far West LHD, Persons,289,915.5,810.5,1030.1
 Far West LHD, 2005-06, Rest of NSW, Males,"23,125",700.2,691.2,709.3
 Far West LHD, 2005-06, Rest of NSW, Females,"15,059",411,404.4,417.7
 Far West LHD, 2005-06, Rest of NSW, Persons,"38,185",555.1,549.5,560.7
 Far West LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Far West LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Far West LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Far West LHD, 2006-07, Far West LHD, Males,167,1093,930.1,1275.8
 Far West LHD, 2006-07, Far West LHD, Females,139,881.9,736,1047.4
 Far West LHD, 2006-07, Far West LHD, Persons,306,993.2,882.2,1114
 Far West LHD, 2006-07, Rest of NSW, Males,"24,772",738.5,729.3,747.8
 Far West LHD, 2006-07, Rest of NSW, Females,"16,411",443.5,436.7,450.4
 Far West LHD, 2006-07, Rest of NSW, Persons,"41,183",590,584.3,595.8
 Far West LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Far West LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Far West LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Far West LHD, 2007-08, Far West LHD, Males,158,1017,860.3,1193.5
 Far West LHD, 2007-08, Far West LHD, Females,107,625.1,507.3,761.2
 Far West LHD, 2007-08, Far West LHD, Persons,264,829.9,729.9,939.4
 Far West LHD, 2007-08, Rest of NSW, Males,"25,049",732.3,723.2,741.5
 Far West LHD, 2007-08, Rest of NSW, Females,"17,045",451.8,444.9,458.7
 Far West LHD, 2007-08, Rest of NSW, Persons,"42,094",591.3,585.6,597
 Far West LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Far West LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Far West LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Far West LHD, 2008-09, Far West LHD, Males,168,1089.6,926.5,1272.5
 Far West LHD, 2008-09, Far West LHD, Females,143,891.3,744.8,1057.2
 Far West LHD, 2008-09, Far West LHD, Persons,311,996.4,885.3,1117.4
 Far West LHD, 2008-09, Rest of NSW, Males,"25,367",727.3,718.3,736.3
 Far West LHD, 2008-09, Rest of NSW, Females,"17,551",458.1,451.3,465.1
 Far West LHD, 2008-09, Rest of NSW, Persons,"42,919",591.8,586.2,597.4
 Far West LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Far West LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Far West LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Far West LHD, 2009-10, Far West LHD, Males,164,1100.1,932.6,1288.1
 Far West LHD, 2009-10, Far West LHD, Females,109,658,533.9,801
 Far West LHD, 2009-10, Far West LHD, Persons,273,885.2,779.3,1001
 Far West LHD, 2009-10, Rest of NSW, Males,"25,465",716.2,707.4,725.1
 Far West LHD, 2009-10, Rest of NSW, Females,"17,845",455.9,449.1,462.7
 Far West LHD, 2009-10, Rest of NSW, Persons,"43,310",585.2,579.7,590.8
 Far West LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Far West LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Far West LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Far West LHD, 2010-11, Far West LHD, Males,115,729.9,598,881.4
 Far West LHD, 2010-11, Far West LHD, Females,91,548.6,436,680.3
 Far West LHD, 2010-11, Far West LHD, Persons,206,642.9,554.7,740.8
 Far West LHD, 2010-11, Rest of NSW, Males,"26,108",719.9,711.1,728.7
 Far West LHD, 2010-11, Rest of NSW, Females,"18,210",455.8,449.1,462.6
 Far West LHD, 2010-11, Rest of NSW, Persons,"44,318",586.6,581.1,592.2
 Far West LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Far West LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Far West LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Far West LHD, 2011-12, Far West LHD, Males,131,835.2,693,997.2
 Far West LHD, 2011-12, Far West LHD, Females,109,676.6,549.5,823.2
 Far West LHD, 2011-12, Far West LHD, Persons,240,759.8,662.9,866.4
 Far West LHD, 2011-12, Rest of NSW, Males,"26,845",725.8,717.1,734.6
 Far West LHD, 2011-12, Rest of NSW, Females,"18,671",461.7,455,468.5
 Far West LHD, 2011-12, Rest of NSW, Persons,"45,516",592.1,586.6,597.6
 Far West LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Far West LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Far West LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Far West LHD, 2012-13, Far West LHD, Males,125,776.4,640.2,932
 Far West LHD, 2012-13, Far West LHD, Females,70,391.2,299.4,500.9
 Far West LHD, 2012-13, Far West LHD, Persons,195,586.1,502.6,679
 Far West LHD, 2012-13, Rest of NSW, Males,"27,822",744.1,735.3,753
 Far West LHD, 2012-13, Rest of NSW, Females,"18,988",459.8,453.2,466.6
 Far West LHD, 2012-13, Rest of NSW, Persons,"46,810",599.7,594.2,605.2
 Far West LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Far West LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Far West LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Far West LHD, 2013-14, Far West LHD, Males,109,680.6,553,827.7
 Far West LHD, 2013-14, Far West LHD, Females,63,350.5,263.1,456
 Far West LHD, 2013-14, Far West LHD, Persons,172,520.3,441.2,608.9
 Far West LHD, 2013-14, Rest of NSW, Males,"28,011",738.3,729.6,747.1
 Far West LHD, 2013-14, Rest of NSW, Females,"19,240",463,456.4,469.8
 Far West LHD, 2013-14, Rest of NSW, Persons,"47,251",598.3,592.9,603.8
 Far West LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Far West LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Far West LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Far West LHD, 2014-15, Far West LHD, Males,116,738.5,604.5,892.3
 Far West LHD, 2014-15, Far West LHD, Females,77,429.5,333.2,543.6
